"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3747","Realizar compra exitosa","","Tue Dec 02 17:46:48 CLST 2025","passed","Tue Dec 02 17:46:52 CLST 2025","","Realizar Login","Realizar Login","Realizar compra exitosa"
